symbol,side,group_name,model_name,train_rows,test_rows,positive_rate_train,positive_rate_test,accuracy,auc,features
AVAX/USDT:USDT,short,AVAX/USDT:USDT|short,hgb_200_d4,352,118,0.5028409090909091,0.5,0.6440677966101694,0.7190462510772766,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
AVAX/USDT:USDT,short,AVAX/USDT:USDT|short,hgb_300_d6,352,118,0.5028409090909091,0.5,0.6440677966101694,0.7127262280953749,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,long,BCH/USDT:USDT|long,logreg_l2_c1,300,100,0.5366666666666666,0.54,0.73,0.8280998389694042,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,long,BCH/USDT:USDT|long,logreg_l2_c03,300,100,0.5366666666666666,0.54,0.73,0.8321256038647343,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,long,BCH/USDT:USDT|long,rf_300_d6,300,100,0.5366666666666666,0.54,0.72,0.7274557165861514,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,long,BCH/USDT:USDT|long,rf_500_d8,300,100,0.5366666666666666,0.54,0.73,0.7395330112721415,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,long,BCH/USDT:USDT|long,hgb_200_d4,300,100,0.5366666666666666,0.54,0.7,0.7729468599033815,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,long,BCH/USDT:USDT|long,hgb_300_d6,300,100,0.5366666666666666,0.54,0.69,0.7588566827697263,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,short,BCH/USDT:USDT|short,logreg_l2_c1,255,85,0.49411764705882355,0.49411764705882355,0.6941176470588235,0.7646733111849391,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,short,BCH/USDT:USDT|short,logreg_l2_c03,255,85,0.49411764705882355,0.49411764705882355,0.6941176470588235,0.7774086378737542,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,short,BCH/USDT:USDT|short,rf_300_d6,255,85,0.49411764705882355,0.49411764705882355,0.6941176470588235,0.7574750830564784,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,short,BCH/USDT:USDT|short,rf_500_d8,255,85,0.49411764705882355,0.49411764705882355,0.7058823529411765,0.760797342192691,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,short,BCH/USDT:USDT|short,hgb_200_d4,255,85,0.49411764705882355,0.49411764705882355,0.6235294117647059,0.7225913621262459,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BCH/USDT:USDT,short,BCH/USDT:USDT|short,hgb_300_d6,255,85,0.49411764705882355,0.49411764705882355,0.6588235294117647,0.7320044296788483,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BNB/USDT:USDT,short,BNB/USDT:USDT|short,logreg_l2_c1,340,114,0.5058823529411764,0.5087719298245614,0.6842105263157895,0.7798645320197044,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BNB/USDT:USDT,short,BNB/USDT:USDT|short,logreg_l2_c03,340,114,0.5058823529411764,0.5087719298245614,0.6929824561403509,0.7783251231527093,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BNB/USDT:USDT,short,BNB/USDT:USDT|short,rf_300_d6,340,114,0.5058823529411764,0.5087719298245614,0.6578947368421053,0.728448275862069,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BNB/USDT:USDT,short,BNB/USDT:USDT|short,rf_500_d8,340,114,0.5058823529411764,0.5087719298245614,0.6491228070175439,0.7336822660098522,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BNB/USDT:USDT,short,BNB/USDT:USDT|short,hgb_200_d4,340,114,0.5058823529411764,0.5087719298245614,0.6666666666666666,0.7007389162561576,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BNB/USDT:USDT,short,BNB/USDT:USDT|short,hgb_300_d6,340,114,0.5058823529411764,0.5087719298245614,0.6403508771929824,0.7041256157635467,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BTC/USDT:USDT,short,BTC/USDT:USDT|short,logreg_l2_c1,255,86,0.49411764705882355,0.4883720930232558,0.5465116279069767,0.6948051948051948,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BTC/USDT:USDT,short,BTC/USDT:USDT|short,logreg_l2_c03,255,86,0.49411764705882355,0.4883720930232558,0.5465116279069767,0.6958874458874459,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BTC/USDT:USDT,short,BTC/USDT:USDT|short,rf_300_d6,255,86,0.49411764705882355,0.4883720930232558,0.6976744186046512,0.7023809523809523,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BTC/USDT:USDT,short,BTC/USDT:USDT|short,rf_500_d8,255,86,0.49411764705882355,0.4883720930232558,0.686046511627907,0.7094155844155844,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BTC/USDT:USDT,short,BTC/USDT:USDT|short,hgb_200_d4,255,86,0.49411764705882355,0.4883720930232558,0.6744186046511628,0.7462121212121211,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
BTC/USDT:USDT,short,BTC/USDT:USDT|short,hgb_300_d6,255,86,0.49411764705882355,0.4883720930232558,0.6627906976744186,0.7359307359307359,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,long,DOGE/USDT:USDT|long,logreg_l2_c1,229,77,0.5633187772925764,0.5584415584415584,0.7272727272727273,0.7674418604651162,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,long,DOGE/USDT:USDT|long,logreg_l2_c03,229,77,0.5633187772925764,0.5584415584415584,0.7402597402597403,0.7674418604651162,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,long,DOGE/USDT:USDT|long,rf_300_d6,229,77,0.5633187772925764,0.5584415584415584,0.6753246753246753,0.7113543091655267,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,long,DOGE/USDT:USDT|long,rf_500_d8,229,77,0.5633187772925764,0.5584415584415584,0.6493506493506493,0.7120383036935706,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,long,DOGE/USDT:USDT|long,hgb_200_d4,229,77,0.5633187772925764,0.5584415584415584,0.7272727272727273,0.7393980848153214,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,long,DOGE/USDT:USDT|long,hgb_300_d6,229,77,0.5633187772925764,0.5584415584415584,0.7272727272727273,0.7489740082079344,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,short,DOGE/USDT:USDT|short,logreg_l2_c1,313,105,0.5559105431309904,0.5619047619047619,0.6571428571428571,0.7229182019159912,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,short,DOGE/USDT:USDT|short,logreg_l2_c03,313,105,0.5559105431309904,0.5619047619047619,0.6476190476190476,0.7203389830508474,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,short,DOGE/USDT:USDT|short,rf_300_d6,313,105,0.5559105431309904,0.5619047619047619,0.6952380952380952,0.7302873986735446,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,short,DOGE/USDT:USDT|short,rf_500_d8,313,105,0.5559105431309904,0.5619047619047619,0.6952380952380952,0.7269712601326457,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,short,DOGE/USDT:USDT|short,hgb_200_d4,313,105,0.5559105431309904,0.5619047619047619,0.6761904761904762,0.7254974207811349,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
DOGE/USDT:USDT,short,DOGE/USDT:USDT|short,hgb_300_d6,313,105,0.5559105431309904,0.5619047619047619,0.7333333333333333,0.7380250552689757,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
ETH/USDT:USDT,short,ETH/USDT:USDT|short,logreg_l2_c1,384,129,0.4947916666666667,0.49612403100775193,0.6511627906976745,0.7639423076923076,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
ETH/USDT:USDT,short,ETH/USDT:USDT|short,logreg_l2_c03,384,129,0.4947916666666667,0.49612403100775193,0.627906976744186,0.764423076923077,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
ETH/USDT:USDT,short,ETH/USDT:USDT|short,rf_300_d6,384,129,0.4947916666666667,0.49612403100775193,0.6744186046511628,0.7564903846153845,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
